id,text,label
746,Saya tiba di rumah makan ini pada saat menjelang jam makan siang Awal saya tiba rumah makan ini hanya ada beberapa pengunjung yang sedang bersantap Namun ketika tiba jam makan siang rumah makan ini penuh dengan para warga kota makassar Banyaknya warga kota makassar yang tiba untuk makan siang menggambarkan bahwa tempat ini merupakan rumah makan favorit di kota makassar,positive
747,menutupi kesalahan sendiri hutang hutang hutang siapa yang nanggung kelak,negative
748,apa saja yang dikerjakan prabowo untuk real estatesampai rugi ratusan triliun,neutral
749,Saya ke sini bersama beberapa teman untuk makan siang Akses jalan menuju lokasi kafe ini sangat sempit dan terjal bahkan beberapa bagian rusak Kami memesan beberapa menu makanan Setelah menunggu cukup lama ketika makanan datang rasa dan tampilannya mengecewakan Ternyata rasanya juga mengecewakan,negative
750,Tong dji menyajikan aneka makan dan minuman tidak hanya teh Yang direkomendasikan Teh poci gula batunya dan nasi goreng,positive
751,makanya yang di bangun itupertanian perkebunanperikanan peternakankelautansubsidi bbmlistrik pupuk biar rakyat semua kerja dengan biaya hidup murah bukannya bansos yang tak mendidik ini jerat agar uang hutang habis kita enggak bisa bayar kelola semua tambang oleh negara bukanya asing yang di beri peluang menguasai dan merongrong nkri bangun negara ini sesuai kultur bangsa dan tanah airnyaagar bisa makan dari bumi sendiri jangan mimpi jadi negara majutapi jadikan lah negara yang mandiri,negative
752,pejabat tnipolri pns ojo takut krisis pangan yang takut ituorang kecil golet gawean saja sulitnya meminta ampun jadi wong cilik mangan ubi wong gd beras bae ben wareg dewek,negative
753,Warga temukan keping ktp el di semak belukar,neutral
754,Semakin banyak tahu semakin cemburu,neutral
755,krisis pangan bukan karena iklim sematatapi karena pemerintah yang kelibat kelibetmalas dan bodoh sarana dan prasarana serta bibit padi unggul yang tidak di hiraukan oleh pemerintahmentanpemerintah hanya sibuk sana sini bangun jalan tol pupuk bibit unggul traktor dan lain lain untuk petani di kurangi sekurang mungkin sekarang sudah kepepet suruh tentara untuk perang selamatkan pangan nasionalsama dengan food estate serahkan ke menhan yang mengurus lahan seluas itungak mungkinlah berhasil karena bukan bidangnyabidang menhan adalah alut sista dan naik kuda yang lain enggak bisa berikan sesuatu pada orang yang ahli di bidangnya kalau ingin beres sesuatu untuk bangsa ini tolong jangan kembalikan negeri ini ke era tahun rakyat menderita karena kekurangan panganapa lagi daerah pulau jawa saat itu jauhkan penderitaan rakyat sepertitahun yang lalutolong ambil sistim pak harto di bidang pangan nasional pasti beres,negative
756,hajar semua bentuk provokasi dan tindakan intoleranttermasuk orang orang yang memprovokasi rakyatsupaya nkri bisa maju lebih cepat tanpa gangguan perusuh dan tanpa gangguan pihak pihak yang suka bikin onar,negative
757,Dpr memberi apresiasi atas keikutsertaan perempuan pada pilkada,neutral
758,Seperti yang kita tahu brownies yang asli dari amerika adalah kue bantat yang memang berwarna cokelat Toko amanda mengkreasikan brownies dengan memasaknya secara mengukus Brownies kukus ini sama sekali nggak banget Teksturnya malah sama dengan bolu biasa Jadi menurut saya ini bukan brownies,negative
759,masyarakat paham pak beda pendapat biasamenang kalah biasa bagi kalian saja yang indak biasa,negative
760,diakhir sambutan presiden pada hut tni tanggal mengatakan jaga netralitas tni dan polisi dan juga jangan lupa sumpah prajurit dengan sapta marga demi terlaksananya pemilu yang bersih dan berwibawa ttk,positive
761,Saya coba yang di dekat kantor walikota Saya pesan bakso malang super komplet Rasanya enak Kenyang Harga juga masuk akal,positive
762,Restoran yang memiliki pemandangan yang bagus jika ke sini pada malam hari carilah tempat duduk di luar ruangan maka kalian akan melihat disetiap meja lampu lampu yang menyala makanan yang kami pesan adalah sup krim dan coklat hangat sangatlah enak dan lezat pas dengan cuacanya yang dingin,positive
763,tni perang dengan stabilitas pangankarena perubahan iklim tni hendaknya membuat sumur bor di setiap titik persawahan di seluruh nusantara sehingga di musim kemarau pun para petani bisa menanam padi sehinggastanilitas pangan infonesia akan kuat dan terjagaino ide gila ygnegara lain belum terfikirkanbagaimana menghadapi krisis panganyang diakibatkan kemarau panjangbravo tniuuurrra,positive
764,hem,negative
765,Dapatkan voucher pulsa rp untuk dua orang yang beruntung setiap harinya hanya dengan retweet bniquotes,neutral
766,cawe cawe yang tidak wajarwasit harusnya menjadi penengah bukan mengusung salah satu capres cawapres biarlah rakyat yang memilih bukan penguasa yang menentukan,negative
767,jangan semangat untuk perang kalo belum waktunya semangatlah melindungi rakyat dan bangsa kita dari penjajahan saat inidi jaja oli gargi di jaja kemiskinan kerna banyaknya pengangguran karena minimnya lapangan pekerjaan mudah mudahan bangsa indonesia diselamatkan allah dari keterpurukan,negative
768,Restoran dengan konsep tempat makan yang sangat asri apalagi kalau malam suasananya sangat indah dengan lampu lampunya makanannya pun enak rasanya Cocok untuk tempat kumpul keluarga,positive
769,perangi ekonomi supaya meningkat perang koruptir supaya lupus perangi warga yang menjadi pendatang asing tanpa izin di negara orang supaya dianggap tidak mengemis lowongan pekerjaan di negara sendiri,negative
770,Restoran ini menyajikan masakan bali yang sarat modifikasi sehingga terkesan disesuaikan dengan lidah konsumen yang nota bene bukan orang bali Tiga photo yang saya lampirkan itu adalah makanan yang kami pesan,neutral
771,benar paktni harus menjaga kedaulatan negara tapi juga harus netral termasuk pak presiden,neutral
772,Kalau di banyak tempat steak membutuhkan waktu lama sebelum penyajiannya di tempat ini menurut saya cenderung cepat dan sesuai dengan lidah maupun dengan dompet saya Saya pernah menunggu teman sampai jam di sini tapi tidak berasa karena makanannya membuat saya lupa waktu Hehe,positive
773,pajd sebenarnya musuh kita itu siapa apa apa menurut bp orang yang tidak sepahaman dengan bp dan ulama yang di anggap radikal itu dianggap musuh paatau orang china yang ingin nguasai negara ini dianggap musuh bapa,negative
774,allohuakbarmantabperang kira sopo,positive
775,saya heransetiap pidato kok selalu baca naskalucu,negative
776,Tak ada sunlight dan mama lemon garnier men turbo oil control pun jadi buat cuci tangan setelah masak alias licin cuy setelah kena minyak,neutral
777,Driver ini tidak mau pickup barang dari tadi siang Mohon ditindaklanjuti,negative
778,mana kata waktu calon dulu ekonomi meroketkrisis pangan sudah dari sejak kenaikan bbm kini tni harus peka kemana mentri nya,negative
779,belanja militer harus di kurangin ya,negative
780,nan,positive
781,selama mentri komunikasi dari golongan pdi enggak akan menang anis yang ada selalu di manipulasi,negative
782,Menunya simpel pastanya banyak pilihan rasa tempatnya nyaman minuman juga banyak pilihan ada makanan penutup juga Tambah jadwal live musik harusnya biar makin kece,positive
783,wkwkwkwk tanah subur lu gusurin joko joko mengomong doang sebakul,negative
784,intinyadesa adalah kekuatan negaradan salah satu kekuatan negara adalah pertanian,neutral
785,perang melawan krisis pangan tapi menhan malah beli pesawat bekas,neutral
786,Si A omongnya tong kosong nyaring bunyinya bicara tidak berbobot,negative
787,mafia pangan,negative
788,impor beras dari cina,neutral
789,Tempatnya menurut saya biasa saja kurang bersih Makanannya pun biasa saja,negative
790,bravo tnitni dari rakyat untuk rakyattumpas habis koruptorkkb dan perusak ekonomi negara dst dst,negative
791,bravo tnitni dari rakyat untuk rakyattumpas habis koruptorkkb dan perusak ekonomi negara dst dst,negative
792,Pelayanan bus DAMRI sangat baik,positive
793,yang penting jangan curang,negative
794,sudah mau lengser bar mengomongkan krisis pangan presiden lelucon,negative
795,Mau ke hotel yang di mongkok hongkong tidak ada Bulan juni lalu saya booked dan sudah bayar untuk kamar Tapi hotel tidak ditemukan,negative
796,Produksi lagi dong indomi goreng sate Dicari cari sudah tidak ada Rasanya enak beda dngan rasa sate merk lain,positive
797,gua enggak pernah lihat sih bapak ini pidato enggak baca text,negative
798,Saya suka sekali makan di restoran ini menu masakannya beragam rasanya enak harganya tidak terlalu mahal,positive
799,Restoran sangat bagus pemandangan menghadap ke kota Bandar Lampung sehingga sangat indah pada malam hari Suasana sangat tenang dekorasi ruangan sangat cantik Saya sangat suka tempat ini,positive
800,tiap desa kan ada acara rt nannah itu bisa dimanfaatkan buat bikin program bersama dengan lomba tanam tanaman di setiap lahan pekarangan rumah masing masing tanpa kecuali dan tanpa alasan karena tanaman bisa juga tumbuh di pot bisa tanaman dasar bumbu makananbuah buahan atau tanaman pangan seperti ubiketeladl,positive
801,ingat kalo joko mengomong pasti kebalikannya,negative
802,ayo perintahkan tni untuk tumpas opm dk pak dengan skala militerdengan sandi tugas trikora,neutral
803,pelajari kenapa food estate gagal,negative
804,yang pintar adalah penyusun artikel pidato nya baru tahu kalo krisis pangankarena enggak pernah blusukan kayak masa kampanye dulu tidak tahu kalo bangsa ini tidak hanya krisis pangan tapi juga krisis moralbejad alhlaqkrisis masa depanpemuda hanya bisa cafe cafe saja krisis dompetrakjat terjebakpinjolkrisis mentalnarkoba rsj penuhbuat yang baca uraian sayasemoga tidak ada yang tersinggung,negative
805,perang nya yang penting adalah lawan pki yang ada dalam negeri jangan pura buta,negative
806,Pemandangan bagus untuk santai bersama di sore hari dan malam hari Makanan cukup variatif dan enak,positive
807,dimulai dengan tidak mengubah tanah pertanian yang sudah ada jadi pabrikjadi perumahanjadi jalan dl,neutral
808,yakin pak presnnt kalo tni benar bergerak sesuai instruksinyesal,positive
809,Baru pakai berapa hari langsung hang power bank tidak bisa di pake apa apa Harus bawa ke tempat servis,negative
810,krisis pangan sudah di depan matacoba mulai dari diri sendiri jangan buang makanan,negative
811,Orang sekarang kebanyakan sulit menghargai orang lain,negative
812,halo kkb mana tni bisa enggak piting saja satu kkb beres tuh,negative
813,Sekarang saya sudah terlalu membenci online shop buatan asing itu,negative
814,kkb tertawa melihat ini,negative
815,Setuju makin naik fase wajar kalau tiket naik Tapi harga dasar di saat fase penyisihan sudah kemahalan Coba bandingkan harga menonton di malaysia thailand,negative
816,nah ini yang kusukai dari bicaranya beda pilihan kalah menang biasa dan harus netral jangan cawe cawe,negative
817,ketahanan pangan bagian dari sistem pertahanan negara,neutral
818,wowo dan limpo enggak becus mengurus food estate,negative
819,Naik kereta jayabaya malang jakarta berhenti di gubeng tiket ribu plus asuransi ribu via traveloka,neutral
820,Makanannya lezat ayam goreng tumis terong sup ikan tempe goreng sambal Pelayanannya juga bagus,positive
821,bujur jua kah jar inya,negative
822,Untuk yang sedang ke cirebon dan cari tempat yang enak parkirnya dan makanannya butuh cepat lebih baik ke sini karena parkiran luas dan suasana nyaman,positive
823,proyek food estate bagaimana bro,neutral
824,politik pki yang harus disingkirkan,negative
825,keadaan apapun tni harus netral berpegangan dengan rakyat karena siapa lagi yang dipercaya kalau bukan tni dibangsa ini semuanya rakus atas uangkekuasaandan jabatan,negative
826,Oh iya saya mau fitur cetak resi otomatis diperbaiki,neutral
827,kau yang harusnya diperangi bodohkau yang jahat itu,negative
828,rezim yang selalu mencari kambing hitam sampai iklim alam di jadikan alasan karena ke gagalan nya,negative
829,Tolong ya minimal demi kemudahan nasabah agar di dalam stasiun tigaraksa diberikan mesin atm bni,neutral
830,wikalau mau menindas rakyat memakai tangan aparat ya monggo rakyat siap melawan,negative
831,Indomie banyak ditemukan di warung warung terdekat,neutral
832,penipupenipupenipu,negative
833,mengomong opo koe,negative
834,acakadul,negative
835,Sungguh pengalaman unik makan di tengah sawah di antara padi yang hampir menguning Dengan pilihan menu yang variatif penyajian yang menarik dan menggugah selera,positive
836,tetap netral pilih yang rambut putih sekarang jatahnya prabowo,negative
837,menang kalah wajar kalau tidak ada kecurangan paham lo,negative
838,makanya jangan import pangan meluluprioritaskan produksi pangan dalam negeri pupuk untuk petani dansejahterakan petani indonesiajangan hanya mengomong sarukan antara ucapan dan perbuatan pak,negative
839,Bagus dan nyaman tempat tempatnya rekomendasi banget buat makan malam Datang sama pasangan dilayani sama mbak dela dijelaskan detail dan ramah banget Menunya variatif dan enak pas datang saya sama pasangan nyobain menu lokal dan asingnya keduanya sama sama enak Buat saran saja jangan datang ke tempat ini bisa bisa malah bolak balik datang hehehehe Pemandangannya luar biasa,positive
840,mentri pertanian dan jajarannya enggak becus kerja ya krisis panganmalah yang disalahkan perubahan iklim,negative
841,Steiknya lumayanlah enak Warung ini cocok buat pelajar atau mahasiswa hehehe karena harganya terjangkau Untuk makanannya oke kok,positive
842,saat nya tni polri bersatu menjaga batas wilayah nkri dari penjajah berkedok investasimasalah panganmasalah petani tergantung lahanpupuk irigasi,neutral
843,halahomong besar,negative
844,Tempatnya ramai sekali makanan bervariasi Desain dan lingkungan nyaman Udara sejuk banyak tempat bermain anak,positive
845,perang dan peran tni untuk bangsaperjuanganku lebih mudah karena melawan penjajahnamun perjuangan kalian akan lebih sulit karena melawan bangsa sendiritahukah kamu apa yang dimaksud oleh bung karnotuliskan pendapatmu,negative
846,Sambalnya tidak akan ada di tempat lain Rasa terasinya sangat khas asin manisnya pas Ruangannya memang kelas warung tapi jangan kaget waktu bayar harganya kelas resto tapi sebanding dengan kualitas makanannya,positive
847,Parkiran sebenarnya luas tapi karena pengunjung banyak kami harus parkir di pinggir jalan Namun petugas keamanan sangat helpul mengarahkan Kesan tidak terlalu luas selebar rumah tua standar namun ternyata di dalam terdapat ruang yang luas Terdapat kursi dan sofa berbagai jenis hampir tidak sama semua namun kesannya jadi menyenangkan untuk kumpul,positive
